first_name,last_name,latest_team,position,college_name,age,overall,birthdate,height,weight,handedness,jerseyNum,yearsPro,Archetype,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/awareness/value,stats/awareness/diff,stats/bCVision/value,stats/bCVision/diff,stats/blockShedding/value,stats/blockShedding/diff,stats/breakSack/value,stats/breakSack/diff,stats/breakTackle/value,stats/breakTackle/diff,stats/carrying/value,stats/carrying/diff,stats/catchInTraffic/value,stats/catchInTraffic/diff,stats/catching/value,stats/catching/diff,stats/changeOfDirection/value,stats/changeOfDirection/diff,stats/deepRouteRunning/value,stats/deepRouteRunning/diff,stats/finesseMoves/value,stats/finesseMoves/diff,stats/hitPower/value,stats/hitPower/diff,stats/impactBlocking/value,stats/impactBlocking/diff,stats/injury/value,stats/injury/diff,stats/jukeMove/value,stats/jukeMove/diff,stats/kickAccuracy/value,stats/kickAccuracy/diff,stats/kickPower/value,stats/kickPower/diff,stats/kickReturn/value,stats/kickReturn/diff,stats/leadBlock/value,stats/leadBlock/diff,stats/manCoverage/value,stats/manCoverage/diff,stats/mediumRouteRunning/value,stats/mediumRouteRunning/diff,stats/overall/value,stats/overall/diff,stats/passBlock/value,stats/passBlock/diff,stats/passBlockFinesse/value,stats/passBlockFinesse/diff,stats/passBlockPower/value,stats/passBlockPower/diff,stats/playAction/value,stats/playAction/diff,stats/playRecognition/value,stats/playRecognition/diff,stats/powerMoves/value,stats/powerMoves/diff,stats/press/value,stats/press/diff,stats/pursuit/value,stats/pursuit/diff,stats/release/value,stats/release/diff,stats/runBlock/value,stats/runBlock/diff,stats/runBlockFinesse/value,stats/runBlockFinesse/diff,stats/runBlockPower/value,stats/runBlockPower/diff,stats/runningStyle/value,stats/runningStyle/diff,stats/shortRouteRunning/value,stats/shortRouteRunning/diff,stats/spectacularCatch/value,stats/spectacularCatch/diff,stats/speed/value,stats/speed/diff,stats/spinMove/value,stats/spinMove/diff,stats/stiffArm/value,stats/stiffArm/diff,stats/tackle/value,stats/tackle/diff,stats/throwAccuracyDeep/value,stats/throwAccuracyDeep/diff,stats/throwAccuracyMid/value,stats/throwAccuracyMid/diff,stats/throwAccuracyShort/value,stats/throwAccuracyShort/diff,stats/throwOnTheRun/value,stats/throwOnTheRun/diff,stats/throwPower/value,stats/throwPower/diff,stats/throwUnderPressure/value,stats/throwUnderPressure/diff,stats/toughness/value,stats/toughness/diff,stats/trucking/value,stats/trucking/diff,stats/zoneCoverage/value,stats/zoneCoverage/diff,yearsLeft,contract_apy,contract_guarantees,Snaps,snaps_pct
Kendall,Lamm,MIA,RT,Appalach. St.,32,69,06/05/1992,77,310,Right,70,9,Agile - OT,55,0,68,0,66,0,81,0,80,0,77,0,15,0,35,0,12,0,7,0,36,0,25,0,52,0,52,0,12,0,10,0,38,0,79,0,90,0,10,0,11,0,16,0,10,0,81,0,12,0,18,0,69,0,76,0,78,0,72,0,6,0,28,0,10,0,10,0,32,0,20,0,72,0,74,0,70,0,Default Stride Awkward,0,30,0,15,0,68,0,10,0,20,0,42,0,6,0,6,0,6,0,6,0,13,0,10,0,81,0,35,0,13,0,0,1425000,0,0.70%,0.70%
Kentavius,Street,ATL,LE,N.C. State,28,71,05/08/1996,74,287,Right,93,7,Smaller Speed Rusher - DE,81,0,73,0,79,0,81,0,89,0,69,0,41,0,71,0,12,0,26,0,49,0,37,0,45,0,57,0,27,0,73,0,83,0,82,0,89,0,41,0,15,0,16,0,12,0,33,0,25,0,31,0,71,0,45,0,45,0,45,0,6,0,66,0,64,0,21,0,79,0,35,0,45,0,45,0,45,0,Long Stride Loose,0,35,0,40,0,78,0,32,0,42,0,79,0,6,0,6,0,6,0,6,0,26,0,11,0,86,0,42,0,30,0,0,1170000,0,19.60%,
Kenyon,Green,PHI,LG,Texas AM,23,69,3/15/01,76,323,Right,76,2,Power - G,74,0,56,0,71,0,83,0,85,0,74,0,21,0,37,0,13,0,14,0,22,0,23,0,25,0,46,0,12,0,24,0,44,0,87,0,90,0,14,0,13,0,14,0,10,0,81,0,10,0,18,0,69,0,68,0,66,0,71,0,6,0,24,0,28,0,10,0,38,0,15,0,75,0,77,0,73,0,Default Stride Awkward,0,25,0,26,0,64,0,12,0,31,0,34,0,6,0,6,0,6,0,6,0,24,0,10,0,87,0,31,0,11,0,,,,,
Khaleke,Hudson,NO,LOLB,Michigan,26,69,12/06/1997,72,220,Right,47,4,Pass Coverage - OLB,90,0,84,0,80,0,82,0,68,0,71,0,63,0,64,0,12,0,46,0,60,0,51,0,60,0,78,0,16,0,58,0,84,0,66,0,87,0,68,0,19,0,19,0,10,0,13,0,59,0,24,0,69,0,45,0,43,0,44,0,6,0,69,0,48,0,62,0,82,0,23,0,45,0,44,0,44,0,Short Stride Loose,0,34,0,56,0,88,0,60,0,58,0,80,0,6,0,6,0,6,0,6,0,25,0,10,0,92,0,60,0,64,0,,,,,
Khristian,Boyd,NO,DT,Northern Iowa,28,70,8/22/96,74,320,Right,97,1,Run Stopper - DT,69,0,55,0,71,0,83,0,88,0,67,0,10,0,73,0,12,0,10,0,40,0,10,0,30,0,50,0,6,0,67,0,80,0,84,0,88,0,10,0,21,0,26,0,15,0,25,0,12,0,10,0,70,0,47,0,45,0,45,0,6,0,68,0,69,0,10,0,80,0,12,0,45,0,45,0,45,0,Default Stride Awkward,0,15,0,12,0,63,0,10,0,32,0,82,0,6,0,6,0,6,0,6,0,29,0,10,0,89,0,28,0,20,0,2,1049707,178828,7.00%,
Kylen,Granson,PHI,TE,SMU,26,69,3/27/98,74,242,Right,83,3,Vertical Threat - TE,89,0,82,0,87,0,84,0,69,0,69,0,76,0,37,0,20,0,65,0,74,0,77,0,79,0,76,0,58,0,10,0,29,0,63,0,92,0,71,0,17,0,20,0,33,0,54,0,11,0,59,0,69,0,60,0,56,0,59,0,7,0,20,0,10,0,16,0,41,0,67,0,59,0,59,0,55,0,Long Stride Default,0,64,0,78,0,85,0,64,0,70,0,38,0,5,0,10,0,15,0,10,0,27,0,10,0,83,0,72,0,19,0,0,1750000,1000000,23.10%,23.10%
Kyu Blu,Kelly,LV,CB,Stanford,23,69,5/22/01,72,192,Right,36,1,Zone - CB,94,0,86,0,86,0,88,0,54,0,71,0,66,0,42,0,12,0,44,0,57,0,64,0,73,0,83,0,12,0,42,0,57,0,40,0,91,0,72,0,17,0,20,0,52,0,11,0,65,0,15,0,69,0,28,0,22,0,22,0,6,0,64,0,28,0,76,0,67,0,22,0,34,0,35,0,34,0,Default Stride Loose,0,21,0,69,0,88,0,65,0,45,0,51,0,6,0,10,0,15,0,10,0,31,0,10,0,83,0,32,0,72,0,0,972500,0,0.00%,
Layden,Robinson,NE,RG,Texas AM,23,72,01/03/2005,76,315,Right,64,1,Power - G,72,0,60,0,67,0,85,0,87,0,71,0,35,0,16,0,13,0,31,0,40,0,35,0,40,0,56,0,11,0,10,0,39,0,84,0,91,0,25,0,10,0,11,0,10,0,83,0,11,0,21,0,72,0,69,0,69,0,73,0,9,0,26,0,10,0,10,0,24,0,15,0,73,0,73,0,72,0,Default Stride Awkward,0,22,0,30,0,69,0,25,0,30,0,36,0,5,0,5,0,8,0,8,0,21,0,7,0,85,0,33,0,11,0,1,1005000,0,0.00%,
Logan,Lee,PIT,RE,Iowa,24,70,06/12/2000,77,286,Right,74,1,Power Rusher - DE,73,0,78,0,77,0,84,0,83,0,70,0,26,0,72,0,12,0,20,0,38,0,24,0,40,0,69,0,3,0,68,0,81,0,79,0,90,0,19,0,10,0,16,0,10,0,18,0,17,0,7,0,70,0,45,0,45,0,45,0,6,0,68,0,73,0,21,0,83,0,13,0,45,0,45,0,45,0,Default Stride Awkward,0,12,0,23,0,71,0,14,0,30,0,81,0,6,0,6,0,6,0,6,0,23,0,10,0,88,0,32,0,26,0,2,1060018,220072,4.00%,
Luke,Fortner,NO,C,Kentucky,26,68,5/15/98,78,307,Right,79,3,Pass Protector - C,73,0,60,0,72,0,89,0,87,0,79,0,15,0,25,0,11,0,9,0,25,0,10,0,24,0,49,0,5,0,17,0,26,0,79,0,91,0,10,0,14,0,17,0,10,0,86,0,10,0,5,0,68,0,74,0,78,0,72,0,6,0,20,0,19,0,10,0,27,0,14,0,68,0,71,0,65,0,Default Stride Awkward,0,12,0,15,0,65,0,9,0,17,0,30,0,6,0,6,0,6,0,6,0,17,0,14,0,87,0,21,0,10,0,0,1500000,300000,60.30%,60.30%
Mac,Jones,SF,QB,Alabama,25,69,09/05/1998,75,214,Right,10,3,Field General - QB,80,0,81,0,75,0,82,0,60,0,69,0,73,0,20,0,55,0,36,0,68,0,15,0,28,0,76,0,12,0,10,0,13,0,19,0,90,0,52,0,29,0,41,0,10,0,32,0,10,0,14,0,69,0,14,0,14,0,14,0,83,0,16,0,10,0,10,0,20,0,15,0,32,0,23,0,20,0,Default,0,15,0,15,0,83,0,43,0,34,0,18,0,79,0,77,0,90,0,79,0,85,0,80,0,91,0,50,0,14,0,1,3500000,4750000,48.60%,
Malik,Washington,MIA,WR,Virginia,23,70,10/20/00,69,191,Right,83,1,,92,0,88,0,87,0,87,0,59,0,58,0,80,0,20,0,27,0,72,0,68,0,79,0,86,0,86,0,69,0,10,0,26,0,35,0,88,0,81,0,15,0,19,0,78,0,22,0,18,0,70,0,70,0,24,0,33,0,38,0,18,0,16,0,10,0,15,0,28,0,67,0,42,0,27,0,19,0,Default,0,72,0,77,0,90,0,74,0,54,0,29,0,19,0,27,0,30,0,25,0,42,0,29,0,83,0,44,0,16,0,2,1054890,199560,57.20%,
Malik,Mustapha,SF,SS,Wake Forest,22,74,6/25/02,70,206,Right,43,1,Run Support - S,91,0,84,0,95,0,83,0,66,0,63,0,69,0,55,0,10,0,63,0,59,0,64,0,66,0,82,0,27,0,32,0,86,0,53,0,89,0,73,0,16,0,19,0,60,0,22,0,64,0,30,0,74,0,33,0,32,0,30,0,15,0,62,0,27,0,65,0,82,0,34,0,35,0,35,0,35,0,Default Stride Loose,0,33,0,59,0,88,0,69,0,42,0,70,0,10,0,10,0,15,0,15,0,23,0,11,0,89,0,39,0,69,0,2,1189734,738936,64.30%,
Matt,Goncalves,IND,RT,Pittsburgh,23,71,1/26/01,78,317,Right,71,1,Power - OT,71,0,54,0,75,0,83,0,84,0,73,0,10,0,28,0,11,0,10,0,25,0,10,0,12,0,51,0,8,0,10,0,25,0,82,0,85,0,10,0,14,0,16,0,10,0,79,0,11,0,10,0,71,0,74,0,73,0,75,0,5,0,13,0,10,0,9,0,31,0,12,0,72,0,67,0,77,0,Long Stride Awkward,0,10,0,12,0,66,0,10,0,26,0,32,0,5,0,6,0,7,0,7,0,17,0,5,0,86,0,20,0,11,0,2,1459760,1066572,93.90%,
Matthew,Adams,NYG,MLB,Houston,28,69,12/12/1995,72,230,Right,49,6,Run Stopper - MLB,87,0,78,0,81,0,79,0,79,0,73,0,27,0,64,0,12,0,23,0,46,0,40,0,53,0,72,0,5,0,49,0,86,0,70,0,88,0,37,0,14,0,18,0,10,0,19,0,55,0,6,0,69,0,45,0,45,0,45,0,6,0,74,0,55,0,49,0,79,0,20,0,45,0,45,0,45,0,Long Stride Loose,0,10,0,35,0,87,0,30,0,31,0,79,0,6,0,6,0,6,0,6,0,23,0,12,0,82,0,30,0,63,0,,,,,
Matthew,Wright,CAR,K,UCF,28,69,3/22/96,71,174,Right,8,4,Power - KP,81,0,58,0,49,0,78,0,44,0,52,0,12,0,19,0,15,0,5,0,28,0,15,0,20,0,57,0,12,0,10,0,16,0,16,0,85,0,13,0,73,0,95,0,10,0,15,0,11,0,14,0,69,0,17,0,17,0,17,0,15,0,17,0,10,0,10,0,23,0,14,0,17,0,16,0,16,0,Default Stride Awkward,0,16,0,15,0,73,0,11,0,10,0,27,0,15,0,20,0,32,0,15,0,24,0,16,0,63,0,10,0,17,0,,,,,
McKinnley,Jackson,CIN,DT,Texas AM,22,69,12/26/01,74,325,Right,68,1,Run Stopper - DT,72,0,55,0,60,0,76,0,84,0,71,0,41,0,74,0,23,0,45,0,40,0,15,0,22,0,51,0,4,0,65,0,77,0,85,0,85,0,44,0,17,0,23,0,8,0,11,0,17,0,4,0,69,0,23,0,18,0,25,0,15,0,74,0,66,0,10,0,79,0,12,0,45,0,45,0,45,0,Default Stride Awkward,0,4,0,15,0,64,0,23,0,24,0,80,0,17,0,16,0,13,0,11,0,12,0,20,0,83,0,25,0,19,0,2,1399078,890044,11.90%,
Mohamed,Kamara,MIA,ROLB,Colorado St.,24,70,06/09/2000,73,248,Right,50,1,Speed Rusher - OLB,91,0,72,0,83,0,78,0,73,0,70,0,45,0,70,0,17,0,30,0,30,0,20,0,25,0,64,0,5,0,71,0,76,0,76,0,90,0,50,0,17,0,20,0,10,0,30,0,41,0,6,0,70,0,35,0,35,0,35,0,7,0,69,0,69,0,37,0,77,0,16,0,40,0,40,0,40,0,Default,0,10,0,25,0,87,0,45,0,33,0,76,0,6,0,8,0,10,0,8,0,25,0,13,0,83,0,40,0,46,0,1,1075000,0,0.50%,
Nehemiah,Pritchett,SEA,CB,Auburn,23,69,01/11/2002,72,190,Right,28,1,Zone - CB,92,0,85,0,83,0,85,0,50,0,64,0,67,0,44,0,21,0,66,0,55,0,50,0,62,0,86,0,25,0,32,0,55,0,42,0,89,0,71,0,18,0,22,0,83,0,14,0,66,0,30,0,69,0,30,0,21,0,22,0,9,0,62,0,23,0,74,0,69,0,42,0,35,0,24,0,25,0,Default Stride High and Tight,0,35,0,58,0,94,0,65,0,43,0,53,0,6,0,8,0,12,0,6,0,24,0,10,0,75,0,23,0,73,0,2,1099768,379072,8.10%,
Nicholas,Petit-Frere,TEN,RT,Ohio State,24,69,9/15/99,77,316,Right,78,2,Agile - OT,73,0,56,0,75,0,85,0,86,0,76,0,13,0,24,0,11,0,15,0,34,0,13,0,25,0,52,0,5,0,10,0,32,0,82,0,90,0,10,0,17,0,18,0,10,0,85,0,10,0,5,0,69,0,71,0,73,0,69,0,6,0,23,0,10,0,10,0,25,0,10,0,74,0,76,0,72,0,Long Stride Awkward,0,10,0,14,0,68,0,10,0,21,0,29,0,6,0,6,0,6,0,6,0,15,0,5,0,75,0,28,0,11,0,,,,,
Nick,Herbig,PIT,ROLB,Wisconsin,22,74,11/21/01,74,240,Right,51,2,Power Rusher - OLB,90,0,77,0,82,0,78,0,74,0,67,0,45,0,67,0,17,0,30,0,42,0,35,0,43,0,76,0,11,0,65,0,81,0,64,0,92,0,50,0,17,0,20,0,10,0,35,0,48,0,16,0,74,0,35,0,35,0,35,0,7,0,64,0,72,0,37,0,81,0,21,0,40,0,40,0,40,0,Default Stride High and Tight,0,22,0,41,0,84,0,45,0,33,0,75,0,6,0,8,0,10,0,8,0,25,0,13,0,87,0,40,0,62,0,1,1128231,672924,52.40%,
O'Cyrus,Torrence,BUF,RG,Florida,24,73,1/20/00,77,347,Right,64,2,Power - G,68,0,50,0,61,0,82,0,91,0,67,0,10,0,39,0,11,0,5,0,34,0,12,0,25,0,51,0,5,0,10,0,45,0,86,0,90,0,10,0,13,0,14,0,10,0,67,0,7,0,7,0,73,0,63,0,58,0,70,0,6,0,10,0,21,0,7,0,22,0,12,0,78,0,75,0,81,0,Long Stride Awkward,0,10,0,14,0,61,0,10,0,10,0,35,0,5,0,6,0,7,0,6,0,21,0,12,0,91,0,15,0,8,0,1,1555245,3307120,99.70%,
Oren,Burks,CIN,ROLB,Vanderbilt,29,69,3/21/95,75,233,Right,42,6,Pass Coverage - OLB,87,0,84,0,89,0,85,0,69,0,69,0,41,0,63,0,12,0,21,0,63,0,52,0,70,0,74,0,5,0,60,0,83,0,68,0,90,0,49,0,13,0,18,0,10,0,18,0,62,0,5,0,69,0,45,0,45,0,45,0,6,0,67,0,51,0,53,0,79,0,12,0,45,0,45,0,45,0,Default,0,15,0,49,0,88,0,38,0,33,0,82,0,6,0,6,0,6,0,6,0,16,0,10,0,92,0,42,0,68,0,1,2500000,750000,31.20%,
Phidarian,Mathis,NYJ,DT,Alabama,26,69,4/26/98,76,312,Right,98,2,Run Stopper - DT,69,0,56,0,61,0,76,0,89,0,68,0,25,0,74,0,15,0,20,0,25,0,15,0,24,0,50,0,9,0,59,0,75,0,85,0,88,0,20,0,12,0,15,0,10,0,31,0,15,0,12,0,69,0,45,0,45,0,45,0,6,0,66,0,70,0,10,0,79,0,8,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,20,0,63,0,19,0,39,0,83,0,6,0,6,0,6,0,6,0,22,0,11,0,84,0,34,0,20,0,0,1100000,0,12.20%,
Pierre,Strong Jr,CLE,HB,S. Dakota St.,25,69,12/10/1998,71,205,Right,20,3,Elusive Back - HB,93,0,85,0,88,0,89,0,66,0,64,0,78,0,35,0,35,0,77,0,82,0,49,0,63,0,83,0,42,0,10,0,36,0,42,0,90,0,83,0,16,0,22,0,69,0,41,0,23,0,51,0,69,0,46,0,25,0,25,0,28,0,29,0,10,0,19,0,44,0,53,0,40,0,28,0,33,0,Default,0,57,0,48,0,92,0,73,0,73,0,38,0,28,0,38,0,44,0,40,0,41,0,28,0,86,0,74,0,31,0,,,,,
Raekwon,McMillan,NE,MLB,Ohio State,28,69,11/17/95,74,243,Right,50,7,Run Stopper - MLB,87,0,79,0,80,0,79,0,83,0,63,0,51,0,73,0,12,0,27,0,56,0,36,0,61,0,69,0,6,0,52,0,82,0,86,0,82,0,48,0,20,0,20,0,10,0,26,0,55,0,8,0,69,0,45,0,45,0,45,0,6,0,66,0,64,0,43,0,80,0,25,0,45,0,45,0,45,0,Default Stride Loose,0,18,0,39,0,85,0,33,0,48,0,80,0,6,0,6,0,6,0,6,0,25,0,14,0,87,0,56,0,58,0,,,,,
Ricky,Stromberg,FA,RG,Arkansas,23,69,11/10/2000,76,313,Right,53,1,Agile - G,75,0,67,0,79,0,87,0,83,0,71,0,15,0,51,0,12,0,5,0,26,0,15,0,21,0,59,0,5,0,39,0,51,0,75,0,91,0,10,0,13,0,17,0,10,0,82,0,12,0,5,0,69,0,68,0,68,0,68,0,6,0,39,0,49,0,10,0,50,0,12,0,78,0,82,0,73,0,Default Stride Awkward,0,10,0,12,0,64,0,10,0,10,0,46,0,6,0,6,0,6,0,6,0,23,0,10,0,90,0,25,0,13,0,,,,,0.00%
Robert,Rochell,DAL,CB,Central Arkansas,26,69,4/26/98,74,195,Right,22,3,Zone - CB,91,0,92,0,94,0,88,0,55,0,69,0,65,0,41,0,10,0,44,0,59,0,53,0,66,0,91,0,26,0,33,0,49,0,42,0,87,0,74,0,20,0,20,0,59,0,13,0,64,0,31,0,69,0,35,0,35,0,35,0,6,0,67,0,26,0,64,0,61,0,33,0,35,0,35,0,35,0,Default Stride Loose,0,36,0,63,0,92,0,67,0,34,0,52,0,6,0,6,0,6,0,6,0,35,0,11,0,72,0,35,0,69,0,0,1170000,0,0.00%,0.00%
Ronnie,Bell,DET,WR,Michigan,24,69,1/28/00,72,192,Right,10,1,,90,0,90,0,91,0,81,0,58,0,62,0,79,0,26,0,31,0,76,0,70,0,77,0,81,0,90,0,70,0,10,0,25,0,46,0,84,0,74,0,12,0,18,0,68,0,31,0,13,0,71,0,69,0,33,0,22,0,20,0,22,0,14,0,10,0,12,0,31,0,66,0,54,0,25,0,24,0,Default,0,73,0,83,0,88,0,72,0,47,0,26,0,21,0,26,0,30,0,32,0,47,0,26,0,81,0,54,0,18,0,1,1052500,0,3.40%,
Roy,Lopez,DET,DT,Arizona,27,69,08/07/1997,74,318,Right,98,3,Run Stopper - DT,69,0,70,0,76,0,78,0,90,0,64,0,14,0,73,0,12,0,20,0,23,0,13,0,22,0,61,0,5,0,63,0,74,0,80,0,90,0,17,0,13,0,17,0,15,0,29,0,12,0,8,0,69,0,45,0,45,0,45,0,6,0,68,0,71,0,11,0,78,0,12,0,45,0,45,0,45,0,Long Stride Awkward,0,10,0,12,0,67,0,16,0,27,0,79,0,6,0,6,0,6,0,6,0,21,0,16,0,86,0,30,0,19,0,0,3500000,3500000,38.50%,38.50%
Russ,Yeast,LAR,FS,Kansas State,25,69,05/08/1999,70,195,Right,2,2,Zone - S,90,0,89,0,89,0,89,0,62,0,72,0,66,0,47,0,15,0,57,0,59,0,48,0,67,0,83,0,18,0,54,0,65,0,46,0,92,0,73,0,12,0,15,0,35,0,20,0,64,0,23,0,69,0,30,0,30,0,30,0,15,0,71,0,43,0,65,0,73,0,30,0,30,0,30,0,30,0,Default,0,25,0,60,0,86,0,65,0,40,0,61,0,10,0,10,0,15,0,15,0,25,0,16,0,83,0,46,0,70,0,1,1145000,0,0.00%,
Salvon,Ahmed,IND,HB,Washington,25,69,12/29/98,71,197,Right,26,4,Elusive Back - HB,92,0,84,0,83,0,84,0,62,0,68,0,77,0,30,0,24,0,77,0,86,0,47,0,65,0,82,0,50,0,12,0,20,0,36,0,87,0,81,0,10,0,16,0,75,0,37,0,31,0,53,0,69,0,54,0,30,0,35,0,15,0,30,0,10,0,22,0,41,0,46,0,30,0,23,0,19,0,Default Stride Loose,0,56,0,44,0,91,0,73,0,63,0,31,0,15,0,20,0,25,0,15,0,30,0,20,0,83,0,61,0,27,0,0,1170000,0,0.00%,0.00%
Sam,Franklin Jr,DEN,FS,Temple,28,69,02/02/1996,75,210,Right,42,4,Zone - S,89,0,85,0,85,0,87,0,66,0,73,0,68,0,59,0,14,0,49,0,57,0,64,0,68,0,80,0,29,0,58,0,78,0,62,0,90,0,73,0,17,0,18,0,45,0,19,0,65,0,38,0,69,0,35,0,34,0,33,0,6,0,72,0,50,0,59,0,73,0,40,0,35,0,34,0,33,0,Default Stride Loose,0,41,0,62,0,87,0,62,0,50,0,63,0,6,0,6,0,6,0,6,0,27,0,19,0,79,0,39,0,70,0,,,,,
Sam,Howell,PHI,QB,North Carolina,23,69,9/16/00,73,220,Right,6,2,Scrambler - QB,87,0,78,0,71,0,91,0,64,0,57,0,81,0,24,0,73,0,74,0,66,0,37,0,61,0,78,0,12,0,10,0,23,0,27,0,93,0,72,0,37,0,36,0,14,0,16,0,12,0,14,0,69,0,15,0,14,0,18,0,79,0,13,0,10,0,10,0,33,0,15,0,23,0,16,0,22,0,Default,0,15,0,51,0,82,0,66,0,51,0,29,0,81,0,80,0,87,0,80,0,92,0,76,0,93,0,53,0,14,0,0,1005400,361600,0.00%,
Sean,Rhyan,GB,RG,UCLA,25,73,9/20/98,77,321,Right,75,3,Power - G,73,0,66,0,83,0,79,0,84,0,69,0,31,0,25,0,19,0,27,0,45,0,30,0,35,0,59,0,10,0,10,0,42,0,86,0,86,0,14,0,22,0,26,0,10,0,76,0,10,0,14,0,73,0,72,0,68,0,75,0,5,0,21,0,10,0,10,0,35,0,15,0,74,0,75,0,73,0,Default Stride Awkward,0,18,0,28,0,64,0,15,0,39,0,43,0,12,0,15,0,21,0,7,0,28,0,5,0,82,0,31,0,10,0,0,1280714,905712,76.90%,76.90%
Steven,Sims,SEA,WR,Kansas,27,69,3/31/97,70,176,Right,82,5,,92,0,86,0,77,0,83,0,53,0,68,0,79,0,27,0,22,0,72,0,70,0,76,0,79,0,83,0,69,0,10,0,26,0,46,0,87,0,80,0,16,0,17,0,85,0,24,0,13,0,70,0,69,0,40,0,17,0,10,0,13,0,18,0,10,0,18,0,33,0,67,0,46,0,14,0,22,0,Default Stride Loose,0,72,0,79,0,91,0,72,0,40,0,24,0,15,0,23,0,28,0,24,0,34,0,19,0,84,0,39,0,25,0,,,,,
T.J.,Tampa,BAL,CB,Iowa State,22,69,3/13/02,74,200,Right,27,1,Manto Man - CB,88,0,86,0,91,0,86,0,60,0,68,0,71,0,51,0,24,0,66,0,62,0,67,0,73,0,87,0,47,0,43,0,72,0,56,0,93,0,70,0,15,0,20,0,68,0,25,0,71,0,51,0,69,0,15,0,10,0,12,0,21,0,72,0,35,0,75,0,69,0,53,0,25,0,20,0,20,0,Default Stride Loose,0,54,0,71,0,88,0,66,0,45,0,54,0,23,0,32,0,33,0,22,0,40,0,11,0,85,0,44,0,68,0,2,1179614,698456,13.00%,
Tarheeb,Still,LAC,CB,Maryland,22,80,02/09/2006,73,196,Right,29,1,Zone - CB,93,0,85,0,90,0,85,0,55,0,64,0,61,0,43,0,10,0,66,0,60,0,64,0,75,0,88,0,11,0,31,0,55,0,57,0,91,0,72,0,17,0,18,0,80,0,15,0,65,0,16,0,80,0,10,0,8,0,9,0,6,0,65,0,26,0,74,0,71,0,27,0,15,0,13,0,14,0,Default Stride Loose,0,26,0,66,0,89,0,66,0,32,0,57,0,6,0,10,0,11,0,11,0,27,0,11,0,76,0,26,0,73,0,2,1098930,375720,75.90%,
Tarvarius,Moore,CHI,SS,Southern Miss,28,69,8/16/96,73,200,Right,30,6,Hybrid - S,93,0,85,0,89,0,84,0,53,0,66,0,59,0,44,0,10,0,42,0,63,0,62,0,68,0,82,0,11,0,36,0,82,0,58,0,79,0,67,0,15,0,11,0,55,0,17,0,71,0,16,0,69,0,35,0,35,0,35,0,15,0,64,0,29,0,73,0,71,0,18,0,35,0,35,0,35,0,Short Stride Loose,0,20,0,63,0,92,0,57,0,26,0,61,0,10,0,10,0,15,0,15,0,23,0,11,0,81,0,28,0,69,0,,,,,
Thomas,Graham Jr,PIT,CB,Oregon,25,69,6/26/99,71,197,Right,37,3,Zone - CB,89,0,88,0,85,0,88,0,55,0,69,0,72,0,56,0,15,0,50,0,65,0,63,0,68,0,88,0,29,0,37,0,60,0,53,0,87,0,72,0,16,0,19,0,45,0,30,0,66,0,34,0,69,0,35,0,35,0,35,0,6,0,70,0,30,0,68,0,72,0,29,0,35,0,35,0,35,0,Default Stride Loose,0,41,0,67,0,89,0,66,0,45,0,56,0,6,0,6,0,6,0,6,0,23,0,10,0,90,0,38,0,72,0,,,,,
Tom,Kennedy,DET,WR,,28,69,7/29/96,70,194,Right,85,6,,90,0,89,0,86,0,80,0,64,0,70,0,79,0,37,0,22,0,72,0,69,0,75,0,83,0,86,0,72,0,11,0,24,0,42,0,87,0,78,0,18,0,22,0,45,0,22,0,15,0,69,0,69,0,36,0,19,0,21,0,18,0,20,0,11,0,16,0,39,0,66,0,48,0,23,0,28,0,Short Stride Default,0,70,0,76,0,87,0,73,0,52,0,33,0,29,0,34,0,42,0,45,0,47,0,28,0,81,0,40,0,20,0,0,1100000,0,4.40%,
Tremon,Smith,HOU,CB,Central Arkansas,28,69,7/20/96,72,190,Right,1,7,Zone - CB,94,0,84,0,82,0,88,0,58,0,68,0,70,0,42,0,26,0,57,0,76,0,71,0,78,0,85,0,34,0,29,0,48,0,30,0,90,0,77,0,13,0,17,0,88,0,26,0,62,0,41,0,69,0,37,0,22,0,26,0,20,0,69,0,22,0,71,0,67,0,50,0,34,0,24,0,22,0,Default Stride Loose,0,48,0,77,0,92,0,68,0,47,0,51,0,19,0,25,0,29,0,32,0,47,0,21,0,80,0,43,0,68,0,1,3250000,4500000,16.80%,
Troy,Pride Jr,HOU,CB,Notre Dame,26,69,1/19/98,71,193,Right,27,4,Manto Man - CB,91,0,89,0,85,0,85,0,55,0,64,0,61,0,48,0,16,0,53,0,64,0,46,0,60,0,87,0,29,0,31,0,49,0,47,0,83,0,74,0,17,0,18,0,40,0,15,0,71,0,33,0,69,0,10,0,34,0,33,0,6,0,62,0,25,0,72,0,71,0,31,0,12,0,34,0,33,0,Default Stride Loose,0,38,0,59,0,92,0,66,0,33,0,54,0,6,0,6,0,6,0,6,0,27,0,10,0,81,0,28,0,68,0,,,,,
